Datetime,Text,Username
2023-03-15 21:40:02+00:00,"Perbedaan Skandal Pajak dan Satgas Merah Putih Sambo, ini kata Marwan https://t.co/KLXmUWrKaQ",WartaEkonomi
2023-03-15 21:38:57+00:00,"@PineksoRoyi1 @democrazymedia “Jangan sampai saya dengar ini ada (barang) yang hanya diganti kulitnya, dalamnya tetap impor, repackaging. Dipikir saya nggak tahu? Ini hati-hati,” kata Jokowi..

Enaknya diapakan pelakunya? Dikasih insentif Keringan pajak?",hayanaqu
2023-03-15 21:38:40+00:00,dari konser blackpink kemaren gua menarik kesimpulan bahwa rose cantik bgt ajg,Raka_adiprmna
2023-03-15 21:36:27+00:00,"""We have a system that increasingly taxes work and subsidizes nonwork."" #mosyantax",mosyantax
2023-03-15 21:34:33+00:00,@pic_sakpole min..masih bisa kan tahun ini bayar pajak tahunan pake sakpole? Kok sepi twit nya,ChristenLynka
2023-03-15 21:33:54+00:00,"@txtdrpemerintah Betul, gajinya disamakan saja. Kalo ga ada anggaran bisa juga gaji pegawai pajak disubsidi silang dgn gaji guru. Guru kan ga korup",hewentbananas
2023-03-15 21:33:16+00:00,"Tertangkapnya “ajudan pribadi” entah sebagai tumbal pengalihan isu berita kasus korupsi pajak atau emang benar penipuan…
Cuma satu yang jadi pertanyaan KOK BISA ADA YG FOLLOW NI ORG DI IG??? disebut-sebut sbg selebgram gue kaya haah haahhhh haaahhhh",xtraordinarykey
2023-03-15 21:32:51+00:00,@Anna_Lena2022 das zu sehen ist unerträglich.,JanPPajak1
2023-03-15 21:32:08+00:00,@CNNIndonesia Seharusnya di balik..gaji pajak fi samakan kayak guru,OrangWaras1945
2023-03-15 21:32:05+00:00,"@DokterTifa Penyelenggara dapat bagian penjualan tiket. GBK dapat uang sewa. Blackpink dan labelnya makin kaya. Negara dapat pajak. Penonton happy. Pedagang terimbas juga jualan naik. Ojol dan taksi dapat juga. Media dapat berita. 

Semua diuntungkan, bu.

Win-Win 🫶",AlexandraNg1991
2023-03-15 21:31:47+00:00,"@DitjenPajakRI Cie.. cie...yang gencar pencitraan, udah berapa capaian target pajak kita bambang ntar gak bisa beli remason eh RUBICON",rajabatra77
2023-03-15 21:30:02+00:00,"Banyak Perusahaan Sawit Tak Bayar Pajak, DPR Pertanyakan Kinerja BPKP https://t.co/K4NbTR9dKI",beritaekonomi24
2023-03-15 21:27:01+00:00,@OposisiCerdas Siap. Saya sudah stop bayar pajak.,Ugi7498
2023-03-15 21:25:43+00:00,"@ch_chotimah2 @KPK_RI @jokowi @mohmahfudmd @firlibahuri @ST_Burhanuddin @ListyoSigitP @KejaksaanRI Dan juga saya heran, ada BPK, ada BPKP, ada KPK ada PPATK, tetep saja Kemenkeu ada praktik KKN. Trus gunanya Badan dan Komisi ini apa, ngabisin uang rakyat saja. Klo rakyat stop bayar pajak, mereka mau dpt gaji darimana.",Ugi7498
2023-03-15 21:25:04+00:00,"@cissiieee @FWBESS Bagi aja 1/4.
Disesuaikan sama mana yang krusial.
Dahulukan sewa/pajak/cicilan.
Tabungan.
Terus makan sehari-hari.",DmitriEmma22009
2023-03-15 21:20:45+00:00,"Ogromny pająk z workiem zawierającym 26 marmurowych jaj, to symbol macierzyństwa, schroniska oraz ochrony płodności. Co ciekawe, dokonano 12 odlewów londyńskiego pająk i rozmieszczono po całym świecie, między innymi w Japonii, Rosji, Kanadzie i nawet na Kubie. https://t.co/vTZbE0Zf1Y",wiedzmaanna
2023-03-15 21:20:40+00:00,"Pająk, Tate Modern, Londyn, UK
Osoby z arachnofobia uczulamy - maman to pająk, ale nie zwykły. Ma około 9 metrów wysokości i ponad 10 metrów szerokości, osiem nóg, głowę, tułów i worek jaj. Wszystko to waży 6000 kilogramów. Na szczęście to tylko rzeźba.
Dobrej nocy.  🤗 💫 https://t.co/vJSF7BYMwW",wiedzmaanna
2023-03-15 21:15:36+00:00,"@alisyarief Dari awal saya tebak,kalo urusan pajak pemerintahnya pasti ngikut, pasti senggolan sama para cukong pemodal para presiden.",kripikripik1
2023-03-15 21:13:55+00:00,"@ridwankamil Ditunggu sikap tegas melarang ustad wahabi basalamah anti pajak, anti bpjs, anti budaya dakwah di mesjid2 yg dibangun pajak .. sangat keterlaluan ustad wahabi ini sebut pajak spt mencuri dari rakyat https://t.co/yHNHCk7mYy",wahabi92013848
2023-03-15 21:12:04+00:00,"@ridwankamil Susah ya jadi seorang guru; harus sopan (wl sikap kesopanan hrs dimiliki semua org termasuk pejabat), gaji kecil tidak sebesar orang pajak, kritis sedikit lgsng di cap tidak sopan dan lgsng main pecat wlpun yysn yg pecat tapi apa tdk ada peran depnaker utk membantu?",ToresAbdul
2023-03-15 21:06:40+00:00,"""Congress can raise taxes because it can persuade a sizable fraction of the populace that somebody else will pay."" #mosyantax",mosyantax
2023-03-15 21:05:19+00:00,pajak dan tusming i luv youuss 😍💘💝❣️🔪💗💓💞,melbbound
2023-03-15 21:05:18+00:00,not @luffydery and me bangun setengah 2 masih ngerjain pajak dan tusming (ini gw doang) syaland https://t.co/7wexGp8bh2,melbbound
2023-03-15 21:05:07+00:00,"@kring_pajak hi, saya cek cek akun saya. Di kolom Info perpajakan saya begini. Maksudnya gimana ya? https://t.co/lGm4ei8C5p",fitta_tata
2023-03-15 21:04:34+00:00,@froxinite WHY,SmiesznyPajak
2023-03-15 21:04:30+00:00,"@ardi_ansyaah @beacukaiRI @bravobeacukai Waduuhh bahaya banget mana udh bayar pajak tp gabisa digunain, saya dari tanggal 8 Maret masih zonk nih, udh deh balikin aja uang saya",abcdarmawan
2023-03-15 20:58:56+00:00,"@kring_pajak min mau tanya, berapa ya PTKP wanita kawin yang statusnya tertulis K/1?",zhalyssum
2023-03-15 20:57:01+00:00,"@asumsico Cakep sih ini, pajak progresif dihapus hehehehe ☺️",beIIion_
2023-03-15 20:56:28+00:00,"tinggal 2 minggu lagi jadi relawan pajak, dan artinya harus pisah sama temen"" lagi",heiiyooi
2023-03-15 20:55:19+00:00,"@kumparan Bea balik nama setuju dihapuskan,namun pajak progresif itu harus,perlu ada, sebagai !mekanisme pengendalian kendaraan pribadi, berhubungan erat dengan kemacetan! Perlu diperhatikan terkait pajak progresif. Masyarakat kelas menengah atas umumnya yg harus membayar pajak jenis ini",nntweetnn
2023-03-15 20:55:07+00:00,"@Pengisihatimuuu @kring_pajak @HooHooTan @worksfess maaf kak, kalo butuh bantuan mau lapor bisa dm aku ya kak",heiiyooi
2023-03-15 20:52:49+00:00,"@GunRomli Begini deh saya lurusin : 

bukan Ust. Khalid sih pak yg mengharamkan tapi itu dari nabi, dia hanya menyampaikan. Dia jg pasti bayar pajak krn terpaksa, soalnya peraturan pemerintah nya begitu. Disatu sisi dia taat agama disatu sisi dia juga taat aturan pemerintah coba perhatiin.",Abu4bu
2023-03-15 20:50:05+00:00,@kumparan No bayar pajak.. Urus aja koruptor/maling terlebih dahulu,Jarwo87070201
2023-03-15 20:49:49+00:00,jing kebangun gara-gara mimpi guru agama gua pas SD kerasukan monster,Raka_adiprmna
2023-03-15 20:49:22+00:00,@BFMTV Une tragédie nationale !,GabriellePajak
2023-03-15 20:48:59+00:00,@Legionista2016 To na pewno są wojskowe spodnie. Wygląda jak pająk,Robert36868435
2023-03-15 20:47:30+00:00,@TheTurtlesTeam Ils font bloc face à l 'adversité !,GabriellePajak
2023-03-15 20:45:56+00:00,Duit pajak buat cukong endingnya.,sasjend
2023-03-15 20:44:23+00:00,KORPRI Usulkan Gaji Guru Setara Pegawai Pajak #intronews #intronesia https://t.co/oyfy6dzSCd,intronesia_id
2023-03-15 20:43:32+00:00,@Monika50843123 A micha po spacerku była😉 żeby dobrze śniło się słodziakowi😉,MiroPajak1
2023-03-15 20:42:29+00:00,"@xBarto_ @pajak_44 Same here, That 70' show zadecydowało ;)",Cantona_10
2023-03-15 20:39:35+00:00,"@CNNIndonesia Masalahnya duit nya ga akan cukup. Orang pajak yang pendapatan nya harus dikurangi. Toh kenyataannya dengan pendapatan tinggi, tetap terjadi korupsi. Jadi tidak ada relevansi dan kegunaan pendapatan yang tinggi.",nntweetnn
2023-03-15 20:38:34+00:00,@LettresTeheran 🌟,GabriellePajak
2023-03-15 20:38:16+00:00,"#Pajak
Rusli Sudin Sekretaris N4J DKI Jakarta ""Kredibilitas Lembaga Keuangan Negara Ternodai Oleh Pejabatnya""
https://t.co/TLG9ezaYZB
https://t.co/USWTkMnLQa
#PajakKitaUntukKita 
#pajakkitauntukpejabat 
#PajakDikebiriPejabat https://t.co/AyLwswbz9y",AgusSho62811788
2023-03-15 20:38:07+00:00,@TygodnikNIE Chyba ładnie się złożyło bo miała być klasówka😜,MiroPajak1
2023-03-15 20:36:26+00:00,"""Philosophy teaches a man that he can't take it with him; taxes teach him he can't leave it behind either."" #mosyantax",mosyantax
2023-03-15 20:36:04+00:00,"@MelesetDikit Jadi kalo mau gak bayar pajak, diperusahaan jangan keluarkan gaji, tapi keluarkan honor. Wkwkk. Mentri otak somplak..",hattoricoin
2023-03-15 20:35:43+00:00,"@dansmurff @asumsico Bisa bayar di App Signal. Kmrn saya bayar pajak disitu. STNK baru nya di kirim kerumah. Ga harus antri2 ke Samsat. BTW mobil sy jg plat B, sy tgl di Bandung. Aman 🤝",shaskyamuqita
2023-03-15 20:34:29+00:00,"@pajak_44 @Cantona_10 Podobna sprawa, Thank You Mr. Forman https://t.co/qptP4nvFsw",xBarto_
2023-03-15 20:32:57+00:00,"Pajak Rakyat Untuk Kesejahteraan Rakyat, Bukan Untuk Foya-foya Pejabat Pajak
https://t.co/USWTkMnLQa
Pajak Rakyat Banyak Dikebiri Pejabat Pajak
https://t.co/Rq5ZUHFidM
#Pajak
#PajakKitaUntukKita 
#pajakkitauntukpejabat 
#PajakDikebiriPejabat https://t.co/ndXBH19vgR",AgusSho62811788
2023-03-15 20:32:45+00:00,@Aliffqu @nikahsiri_net pajak motor ke polisi. harusnya pak listyo sigit yang ngurusin.,alterna41676964
2023-03-15 20:31:26+00:00,"Pajak Rakyat Untuk Kesejahteraan Rakyat, Bukan Untuk Foya-foya Pejabat Pajak
https://t.co/USWTkMnLQa
Pajak Rakyat Banyak Dikebiri Pejabat Pajak
https://t.co/Rq5ZUHFidM
#pajak 
#PajakKitaUntukKita 
#pajakkitauntukpejabat 
#PajakDikebiriPejabat https://t.co/sm2YGUQTQi",AgusSho62811788
2023-03-15 20:30:27+00:00,"Pajak Rakyat Untuk Kesejahteraan Rakyat, Bukan Untuk Foya-foya Pejabat Pajak
https://t.co/USWTkMnLQa
Pajak Rakyat Banyak Dikebiri Pejabat Pajak
https://t.co/Rq5ZUHFidM
#pajak 
#PajakKitaUntukKita 
#pajakkitauntukpejabat 
#PajakDikebiriPejabat https://t.co/xsbt4Sex4m",AgusSho62811788
2023-03-15 20:30:03+00:00,@Metro_TV @aniesbaswedan Apa program pajak dan pengelolaan pengelola pajak?,heri015
2023-03-15 20:30:02+00:00,https://t.co/NE72BfNo1V,red_spider_rose
2023-03-15 20:26:22+00:00,Jangan lupa potongan pajak dan biaya administrasi.,bluesbites
2023-03-15 20:22:58+00:00,@Blixa98750837 @Francis28556729 @KRRiT__ Znaczy się strzała sobie golnął?,TomekPajak
2023-03-15 20:22:20+00:00,"@veghearth Il incarne à fond  ce courant hystérique de 
néo-beaufs rendus dingues à l' idée d' être privés 
de la consommation de toutes ces montagnes de 
cadavres animaux  / Ils ne voient jamais plus loin  ,
pour eux plutôt l ' apocalypse que 
le véganisme 💀",GabriellePajak
2023-03-15 20:17:48+00:00,@GunRomli Itu maksudnya gub jabar ga mau bayar pajak,devrylasi
2023-03-15 20:15:55+00:00,"@rizki_rezap @kompascom Kl msh jd pejabat publik yang digaji dr pajak rakyat seharusnya gk perlu tersinggung dan terhina cm krn dipanggil ""MANEH"". Mending mundur aja jd gubernur kl baperan saat dikritik warganya.",Gatsme
2023-03-15 20:14:50+00:00,"'Public officials, parents, and doctors themselves are calling for increased education for medical professionals about the link between air quality and health...'
Key detail in this piece by @WanderingSal @bmj_latest. @ChildrensComm @TheBMA

7/n

https://t.co/9v5WZXweiq",JoePajak
2023-03-15 20:13:54+00:00,@Louis_chantika Pada bodoh milih presiden sih yg ada bendahara negara di garong para maling pajak,Skeletondush
2023-03-15 20:09:47+00:00,@Syarman59 @ReflyHZ Jujur dg tamatan SD ny......dr pada ngaku PNY ijazah tolol pemikirannya.... aplg smpai garong pajak...bnsos...gw mnding ngaku nggk tamat sekolah tapi punya pemikiran yg cerdas tidak dingu,AbdulJa43328654
2023-03-15 20:09:04+00:00,"Menkeu ungkap penerimaan pajak sektor jasa keuangan dan asuransi mencatatkan kontribusi sebesar 11,1 persen, kinerja Himbara dan BBCA sangat apik. https://t.co/GA0FJfqyUn",Bisniscom
2023-03-15 20:06:59+00:00,@777_phil @futur_asso @gazoakleychef @jeanphilippecyr @GauthierSoho https://t.co/V08E8tgUzt,GabriellePajak
2023-03-15 20:06:47+00:00,@thegodofhearts @logikapolitikid Mobil kita tuh bro.. Kita yg bayar pajak,EndassTeon
2023-03-15 20:06:37+00:00,"""Tax complexity itself is a kind of tax."" #mosyantax",mosyantax
2023-03-15 20:03:45+00:00,@onevoiceanimal Particulièrement minable .,GabriellePajak
2023-03-15 20:03:41+00:00,"@DitjenPajakRI Pajak kita untuk beli rubicon.,",TuanTakBernada
2023-03-15 20:03:01+00:00,@EmiliaKaminska @obserwujesobie Dzisiaj za schab zapłaciłem 24 pln,TomekPajak
2023-03-15 20:02:57+00:00,@Migran_TV_7777 @DitjenPajakRI @kring_pajak @pajakpmb @KemenkeuRI @jokowi @prastow Kwkkwkwkwk walaupun nganggur juga dia masih bisa makan lah kalo lo😂,Vanadis88624895
2023-03-15 20:02:00+00:00,@GnasKg https://t.co/NeG0eXJdLr,TomekPajak
2023-03-15 20:01:51+00:00,"@HeurafoodsFr Très fin tout ça , cependant allez convertir
 des néo-beaufs à la Dujardin je vous souhaite bon courage .
Heureusement nombre de pays européens on pris le tournant , la France est à la ramasse c' est une tradition bien ancrée .",GabriellePajak
2023-03-15 20:01:35+00:00,"@Francis28556729 @Blixa98750837 @KRRiT__ Chodzi ci o odbyt prezia , bo go niedokładnie wylizaleś?",TomekPajak
2023-03-15 20:01:31+00:00,@madonjoy @Migran_TV_7777 @DitjenPajakRI @kring_pajak @pajakpmb @KemenkeuRI @jokowi @prastow Gue juga males bayar pajak motor soalnya gak punya motor🤦,Vanadis88624895
2023-03-15 20:00:58+00:00,"Lah kok belum tidur, besok mau bayar pajak motor woy",urayichaa
2023-03-15 20:00:50+00:00,@Jolus63 @KRRiT__ @tvn24 Jeżeli dokumenty świadczą przeciw tym gorzej dla dokumentów?,TomekPajak
2023-03-15 19:59:59+00:00,@almaznopoebat Я глава омнисексуального отделения лгбт культа задавайте вопросы,red_spider_rose
2023-03-15 19:58:04+00:00,@edi_sioon affkh iy dek?,DanielPalagan
2023-03-15 19:56:21+00:00,"@ajiehatadji Karena his point, mendukung ke transisi yg lebih rendah emisi. Karena kemaren gw nyenggol soal subsidinya, katanya lebih baik daripada subsidi BBM dan keringanan pajak LCGC 🤷
Padahal kan bisa aja subsidi BBM dikurangi, full stop. Bukan dialihkan ke yg ujung2nya sama jg.",RetroKamen
2023-03-15 19:56:02+00:00,"'Exposure to air pollution in utero has been shown to lead to higher infant mortality, lower birth weight, impaired lung development...'
@WanderingSal @bmj_latest @asthmalunguk 
@ChildrensComm @SteveBarclay @UKHSA @DHSCgovuk @NHSEngland @TheBMA 

6/n

https://t.co/9v5WZXweiq",JoePajak
2023-03-15 19:55:34+00:00,"@HeurafoodsFr Ce qui est cool c' est d' être végé , 
Dujardin incarne plutôt ce puissant courant 
néo-beauf , nostalgique d'une époque où on 
ne se posait aucune question , où l' essentiel 
des repas était constitué de viande , un idéal 
borné de boomer égoïste .",GabriellePajak
2023-03-15 19:53:46+00:00,"@yoanitawulanda1 @worksfess kalo status TK/0 berarti kena pajak kak, kalo masalah status kepegawaian confirm aja ke kantor, mereka biasanya tetep ngeluarin bukti potong koq...",gadisoengoe
2023-03-15 19:53:21+00:00,"@LaporGub_ @Sidoel45 @BPPD_JATENG @slam_b @pic_sakpole @massajak @pic_sakpole apakah ada masalah dengan objek pajak?
marai deg-deg'an meh bayar pajak https://t.co/xLxTmncJ1O",donisetya911
2023-03-15 19:53:18+00:00,"'Approximately 25 to 30 children and young people die from asthma each year in the UK, one of Europe’s worst records.'
@WanderingSal @bmj_latest @asthmalunguk 
@ChildrensComm @Rachel_deSouza @SteveBarclay @UKHSA @DHSCgovuk @NHSEngland
#AirPollution 

5/n

https://t.co/9v5WZXweiq",JoePajak
2023-03-15 19:50:49+00:00,@prastow Tidak ada apa2 dgn rencana negara beri subsidi molis&amp;moblis?rencana restitusi pajak produsennya?rencana penghapusan pajak pendapatan&amp;investasi produsennya?tolong keseriusannya.trmkah @kemenkomarves @Kemendag,YudhiDharmawa14
2023-03-15 19:48:57+00:00,"@geloraco Islam ada 2 jenis Zakat; Harta/Mal dan Fitrah
Zakat Harta dibayarkan 1x thn dari  harta/Perniagaan jk telah mencapai nisab (85grm emas =2,5%)
Zakat Fitrah 1x thn idul Fitri 1 sha (2,5 kg beras)/org.

Jadi umat Islam membayar 2x Negara (Pajak) dan Agama (Zakat) juga. Gimana itu ?",CEO_Ndeso
2023-03-15 19:48:43+00:00,"'Impact on children’s health particularly stark. Air pollution affects children’s neurodevelopment and damages lung function, even at lower levels of exposure.' 

@WanderingSal @bmj_latest @asthmalunguk 
#AirPollution

4/n

https://t.co/9v5WZXweiq",JoePajak
2023-03-15 19:46:21+00:00,"'Outdoor exposure to air pollution contributes to 26,000 to 38,000 deaths a year in the UK - and has been shown to increase the risks of heart disease, heart attacks, cancer, and strokes.' @WanderingSal @bmj_latest @asthmalunguk 
#AirPollution

3/n

https://t.co/9v5WZXweiq",JoePajak
2023-03-15 19:44:25+00:00,logat korea logat korea kepala bapak kau. ini logat chindo medan belanja di pajak impress anjg,milkiuat
2023-03-15 19:43:31+00:00,"'UK’s air quality is a public health problem, particularly for children’s respiratory health.
Outdoor exposure to air pollution contributes to 26 000 to 38 000 deaths a year in the UK'.
@WanderingSal @bmj_latest #AirPollution
#RespiratoryHealth

2/n

https://t.co/9v5WZXweiq",JoePajak
2023-03-15 19:42:50+00:00,"@keuangannews_id Sebenarnya Indonesia bisa beroperasi tanpa pajak, kalau pejabatnya tidak korup.",TolakSyaithan
2023-03-15 19:42:13+00:00,ROYALTI KENA PAJAK????,tofreiheit
2023-03-15 19:41:58+00:00,@Beyks_ primer match mvp con reyna de muchos https://t.co/9ppnismOQb,SmiesznyPajak
2023-03-15 19:40:22+00:00,"'Doctors have a role in tackling air pollution: here’s how some are rising to the challenge.' 
@WanderingSal @bmj_latest 

1/n

https://t.co/9v5WZXweiq",JoePajak
2023-03-15 19:39:16+00:00,"@Humaspolresbau1 Padahal udah diupah pake pajak, masih aja main main, udah gede loh om",bedempingdotkom
2023-03-15 19:38:33+00:00,https://t.co/rB1cBEhAbr,red_spider_rose
2023-03-15 19:36:34+00:00,"@prawdziwyener Piramida która możliwe że z 4-4-2 w obronie, będzie  przechodziła w 3-4-3 w ataku",pajak580
2023-03-15 19:36:27+00:00,"@Cantona_10 Dla mnie podobnie, koniec pewnej epoki. Odkąd zostałem fanem Packers (thanks Peggy and Walt!), Aaron zawsze był naszym QB. #Packers #nflpl",pajak_44
2023-03-15 19:36:25+00:00,"""There is an ancient belief that the gods love the obscure and hate the obvious. Without benefit of divinity, modern men of simi #mosyantax",mosyantax
2023-03-15 19:35:49+00:00,"@ridwankamil Kalau gk mau di kritik secara keras dan kasar jangan jadi pejabat, anda digaji dari pajak rakyat",Kopi79208681
2023-03-15 19:34:11+00:00,@Corse_Matin De la dernière daube de ce gras double : https://t.co/JagfmDBc2k,GabriellePajak
2023-03-15 19:31:10+00:00,@DeadiLBiscione @tanyakanrl Semua wajib pajak tidak ada yang tidak wajib pajak biar pejabat kita kaya kaya dan buncit buncit,mas2badut
2023-03-15 19:30:00+00:00,"Korps Lalu Lintas (Korlantas) Polri mengusulkan kepada pemerintah daerah agar menghapus bea balik nama untuk kendaraan bekas. Selain bea balik nama, Korlantas Polri juga mengusulkan penghapusan pajak progresif. #Kilas https://t.co/dcoPoV16Y7",mojokdotco
2023-03-15 19:28:28+00:00,"@Hermawa52368118 @Richie79040209 @bukan4non @Migran_TV_7777 @prastow @DitjenPajakRI @DPR_RI @PKSejahtera @PDemokrat emang enak njeplak ndak pake dasar hukum. 
Apa makna ""melindungi"" pada alenia 4 pembukaan UUD 45 ? 
Apa maksud kata ""pemerintah"" diganti ""presiden"" pada pasal 23 UUD 45 
Objek PPh &amp; tujuan korupsi sama yakni penghasilan kok otoritas pajak ndak tahu, mengapa ? salahnya dimana ?",Momonsimomon
2023-03-15 19:28:01+00:00,"@geloraco Lalu buat apa rakyat bayar pajak buat gaji pejabat model gt cu??? 
https://t.co/vpUKcx8jGe...
@MUIPusat @muhammadiyah @nahdlatululama @Aspek_Indonesia @FSPMI_KSPI",opinirakyat2024
2023-03-15 19:27:45+00:00,@moonareas 18+ kan? udah bayar pajak pribadi belum?,lecimartini
2023-03-15 19:26:10+00:00,Lalu buat apa rakyat bayar pajak buat gaji pejabat model gt cu???,opinirakyat2024
2023-03-15 19:25:16+00:00,"💯Vital piece of work, requires breadth and depth of science and engineering expertise:
'Being able to reduce the spread of infectious diseases is key to preventing outbreaks and keeping the public safe.' @UKHSA 
@JeremyFarrar @CathNoakes #CovidIsAirborne
https://t.co/ucoN1t5boI",JoePajak
2023-03-15 19:23:58+00:00,"@tanyarlfes Nama motor gw varina, soalnya dia vario 150, masih cakep, no minus, surat2 lengkap, pajak hidup, siap cod cek sepuasnya, minat dm kak",Wawan_Dz
2023-03-15 19:21:15+00:00,"Important work should identify the key elements of pathogen transmission: 
'Using science to design out healthcare associated infections - an important part of the work at @UKHSA is about understanding how infections spread in different environments.' 
1/n
https://t.co/ucoN1t5boI",JoePajak
2023-03-15 19:21:06+00:00,"@geloraco Hanya di era sontoloyo, pajak kalau tidak perkaya elit, ya perkaya investor hitam.

#300Tgajelas",hulkolorijo
2023-03-15 19:20:40+00:00,@txtdrberseragam Rugi bgt gw bayar pajak,NobitaNewbie
2023-03-15 19:19:42+00:00,"@kring_pajak Halo Min,
1. Wajib pajak perorangan
2. Belum pernah aktivasi EFIN di KPP
Mohon bantuannya,saya belum pernah aktivasi EFIN di KPP, bagaimana caranya untuk bisa mengaktivasi EFIN secara online ya min? #LupaEFIN thanks ya min",AdamLiPau1
2023-03-15 19:17:20+00:00,"@sleepdeprivati6 KURWA DOSŁOWNIE ja tylko zawsze kątem oka widzę, że coś czarnego obok mnie myknęło i jak się odwracam to pająk sobie chilluje bombę i się na mnie patrzy, za każdym razem zawsze jak sobie spokojnie siedzę to wychodzą jakby chciały posiedzieć obok",losiekk
2023-03-15 19:16:17+00:00,@jakubwiech Jeśli ekoterrorysci z UE nie odpuszcza to jednym rozwiązaniem będzie jej opuszczenie. Wtedy będziemy mieli szansę na jakąś wolność,Pajak3003
2023-03-15 19:16:05+00:00,"@pastelmilk18 Jakbym miał dzisiaj brać ślub, to zapraszam 5-8 osób na obiad po cywilnym  i to wszystko.",pajak580
2023-03-15 19:15:43+00:00,jam segini enofa masih error aja min @kring_pajak,paringgae
2023-03-15 19:15:08+00:00,@kring_pajak WP - sudah aktifasi EFIN. #LupaEFIN,hi_highly
2023-03-15 19:13:23+00:00,"@_BarcaInfo @sport To będzie najgorsza decyzja ever.
Barcelona obok Chelsea gra najbardziej rozczarowującą piłkę względem swoich możliwości.",pajak580
2023-03-15 19:12:45+00:00,"MUI Ingatkan Tetap Bayar Pajak Meski Banyak Masyarakat Kecewa dengan Rafael Alun Trisambodo https://t.co/DQgGaiqEcF

#MUI 
#rafaelaluntrisambodo 
#bayarpajak 
#ditjenpajak",DepokTodayCom
2023-03-15 19:12:15+00:00,"Gue rasa DJP perlu banget bikin program yang melakukan sosialisasi pajak untuk fresh graduates yg akan masuk kerja. Orang gak ngerti akan terdisinsentif utk bayar pajak lho. Jd, fresh graduate gak cuma ada bekal buat kerja tapi melek finansialnya, termasuk kewajiban bayar pajak.",noviaxu
2023-03-15 19:10:43+00:00,@geloraco Idealnya kalau pengelolaan pajak beres dan tidak dikorupsi negara tak perlu hutang,Zahary5Achmad
2023-03-15 19:08:44+00:00,"@S_AhmadAbuLayla Gaji satu tapi honor dari 30 jabatan sangat fantastis, merampok uang rakyat berlindung dibalik UU, blm lagi kiblat para dirjen pajak dan bea cukainya",paulussole66gm1
2023-03-15 19:08:37+00:00,"Ok, fine. Tapi ya bisa kasi pilihan gitu, kode verifikasinya dikirim ke email atau ke SMS. Jadinya kita gak perlu kebingungan dan memperlambat kerja. Kita mau bayar pajak lho, tp prosesnya gak jelas dan tidak matang secara sistem.",noviaxu
2023-03-15 19:07:12+00:00,"Pegawai pajak gajinya disamakan dgn guru &amp; guru honorer jg wajib diperhatikan
Lbh bagus lg sistem putus tanpa ada pns selesai masa bakti dikasih pesangon,jadi tdk ada lg istilah jual beli jabatan

Negara sgt terbebani dgn dana pensiun dari tingkat MPR DPR dst",gigih_purnomo
2023-03-15 19:06:33+00:00,"""There may be liberty and justice for all, but there are tax breaks only for some."" #mosyantax",mosyantax
2023-03-15 19:06:30+00:00,@SolidarnaPL https://t.co/awoym02dX9,TomekPajak
2023-03-15 19:04:28+00:00,@Nhidayat76 @narkosun Kalo ukuran kebenaran itu kekayaan kalah ama Rafael pns pajak tp apa bgitu tolak ukur nya,jibrut_007
2023-03-15 19:04:09+00:00,@TomaszSakiewicz @Szafarowicz2001 @KlubyGP Nie będę bronił kreatury mającej krew na rękach.,TomekPajak
2023-03-15 19:03:45+00:00,"Saat ini minimal 51% rakyat indonesia pasti setuju #hukummatikoruptor dan @DPR_RI dibayar untuk merevisi undang-undang yang bertujuan untuk kesejahteraan rakyat,dan mewakili aspirasi #rakyat sekaranglah waktunya kita saksikan #rakyatmanayangdiwakilkan #demokrasi #Hambalang #pajak https://t.co/FkdOzS9xLw",TheRianSaja2
2023-03-15 19:03:43+00:00,"@losiekk ja sie niestety okropnie ich boje, wiec jak dorosly odpowiedzialny czlowiek wołam zawsze mame jak jest pająk w domu XDD a co sie z nim potem dzieje to nie wiem, nie patrze nie widze nie ma mnie",sleepdeprivati6
2023-03-15 19:03:22+00:00,"@OzdobaJacek @donaldtusk Coś mi się wydaje, że cenę gazu mamy dzięki pisowskim zmianom w umowach. Tak, że pisiuro trafiłeś kulą w płot",TomekPajak
2023-03-15 19:02:48+00:00,"@matbabiarz Nie jestem  wielkim fanem NBA i koszykówki ogólnie.
Ale w końcu (zasługa Sochana i pana tweetów), znowu NBA jest w moim sercu.
Każdy sport się zmienia z czasem, pewne zmiany są lepsze, drugie gorsze - ale nadal najważniejsze są emocje i charakter.
Można przegrać, a być bohaterem.",pajak580
2023-03-15 19:01:36+00:00,"@Ari3Pras @Affan79992133 @ridwankamil @YaqutCQoumas @noeruzzaman @mohmahfudmd Saya orang asli Bandung, saya juga bayar pajak sok weh kalo masjid al jabar mau dipake buat kemaslahatan umat siapapun yg ceramah sok mangga asal sesuai syariat mengikuti Quran dan sunnah nabi asal jangan dipake dangdutan weh",Raysafebri
2023-03-15 19:00:50+00:00,"@fajrul7zip @txtdrpemerintah Bener, daripada mencabut subsidi BBM dan menaikkan pajak secara signifikan lebih efektif pakai cara ini.
Kalau beneran pengen buat negara kaya.",MbuhmbahMbuh
2023-03-15 19:00:30+00:00,"Setelah kita selesai bikin draft SPT dan bayar kekurangan pajaknya, kita harus kirim SPT itu utk menyelesaikan laporan pajak tahunan kita kan. Nah, disini lah prosesnya yg bikin frustrasi.",noviaxu
